PlayerID,Player,Pos,Tm,G,MP,FGA,3P,3PA,3P%,2P,2PA,2P%,Season
adamsst01,Steven Adams,C,OKC,63,1680,478,1,3,0.333,282,475,0.594,2019-2020
adebaba01,Bam Adebayo,PF,MIA,72,2417,790,2,14,0.143,438,776,0.564,2019-2020
aldrila01,LaMarcus Aldridge,C,SAS,53,1754,793,61,157,0.389,330,636,0.519,2019-2020
alexaky01,Kyle Alexander,C,MIA,2,13,2,0,0,,1,2,0.5,2019-2020
alexani01,Nickeil Alexander-Walker,SG,NOP,47,591,266,46,133,0.346,52,133,0.391,2019-2020
allengr01,Grayson Allen,SG,MEM,38,718,251,57,141,0.404,60,110,0.545,2019-2020
allenja01,Jarrett Allen,C,BRK,70,1852,465,0,6,0.0,302,459,0.658,2019-2020
allenka01,Kadeem Allen,PG,NYK,10,117,44,5,16,0.313,14,28,0.5,2019-2020
aminual01,Al-Farouq Aminu,PF,ORL,18,380,86,9,36,0.25,16,50,0.32,2019-2020
anderju01,Justin Anderson,SG,BRK,10,107,38,6,29,0.207,4,9,0.444,2019-2020
anderky01,Kyle Anderson,SF,MEM,67,1330,331,24,85,0.282,133,246,0.541,2019-2020
anderry01,Ryan Anderson,C,HOU,2,14,7,1,5,0.2,1,2,0.5,2019-2020
antetgi01,Giannis Antetokounmpo,PF,MIL,63,1917,1238,89,293,0.304,596,945,0.631,2019-2020
antetko01,Kostas Antetokounmpo,PF,LAL,5,20,3,0,0,,3,3,1.0,2019-2020
antetth01,Thanasis Antetokounmpo,SF,MIL,20,129,48,0,10,0.0,24,38,0.632,2019-2020
anthoca01,Carmelo Anthony,PF,POR,58,1902,782,87,226,0.385,249,556,0.448,2019-2020
anunoog01,OG Anunoby,SF,TOR,69,2066,566,89,228,0.39,197,338,0.583,2019-2020
arcidry01,Ryan Arcidiacono,PG,CHI,58,930,220,54,138,0.391,36,82,0.439,2019-2020
arizatr01,Trevor Ariza,SF,TOT,53,1493,324,77,207,0.372,65,117,0.556,2019-2020
augusdj01,D.J. Augustin,PG,ORL,57,1420,461,70,201,0.348,114,260,0.438,2019-2020
aytonde01,Deandre Ayton,C,PHO,38,1236,568,3,13,0.231,307,555,0.553,2019-2020
bacondw01,Dwayne Bacon,SG,CHO,39,687,244,19,67,0.284,66,177,0.373,2019-2020
baglema01,Marvin Bagley III,C,SAC,13,334,167,4,22,0.182,74,145,0.51,2019-2020
balllo01,Lonzo Ball,PG,NOP,63,2025,687,148,395,0.375,129,292,0.442,2019-2020
bambamo01,Mo Bamba,C,ORL,62,878,286,37,107,0.346,95,179,0.531,2019-2020
bareajo01,J.J. Barea,PG,DAL,29,450,207,32,85,0.376,53,122,0.434,2019-2020
barneha02,Harrison Barnes,PF,SAC,72,2482,793,102,268,0.381,263,525,0.501,2019-2020
barrerj01,RJ Barrett,SG,NYK,56,1704,727,63,197,0.32,229,530,0.432,2019-2020
bartowi01,Will Barton,SF,DEN,58,1916,738,108,288,0.375,224,450,0.498,2019-2020
bateske01,Keita Bates-Diop,PF,TOT,44,744,234,34,103,0.33,66,131,0.504,2019-2020
batumni01,Nicolas Batum,SF,CHO,22,505,81,14,49,0.286,14,32,0.438,2019-2020
baynear01,Aron Baynes,C,PHO,42,934,381,59,168,0.351,124,213,0.582,2019-2020
bazemke01,Kent Bazemore,SF,TOT,68,1688,534,84,244,0.344,116,290,0.4,2019-2020
bazleda01,Darius Bazley,PF,OKC,61,1130,317,49,141,0.348,76,176,0.432,2019-2020
bealbr01,Bradley Beal,SG,WAS,57,2053,1303,170,481,0.353,423,822,0.515,2019-2020
beaslma01,Malik Beasley,SG,TOT,55,1209,534,107,276,0.388,120,258,0.465,2019-2020
belinma01,Marco Belinelli,SG,SAS,57,883,314,67,178,0.376,56,136,0.412,2019-2020
belljo01,Jordan Bell,C,TOT,29,256,67,4,12,0.333,31,55,0.564,2019-2020
bembrde01,DeAndre' Bembry,SG,ATL,43,915,228,15,65,0.231,89,163,0.546,2019-2020
bendedr01,Dragan Bender,PF,TOT,16,286,92,15,43,0.349,26,49,0.531,2019-2020
bertada01,Dāvis Bertāns,PF,WAS,54,1583,610,200,472,0.424,65,138,0.471,2019-2020
beverpa01,Patrick Beverley,PG,LAC,51,1342,341,80,206,0.388,67,135,0.496,2019-2020
birchkh01,Khem Birch,C,ORL,48,922,143,0,1,0.0,73,142,0.514,2019-2020
bitadgo01,Goga Bitadze,C,IND,54,471,150,8,42,0.19,62,108,0.574,2019-2020
