PlayerID,Player,Pos,Tm,G,MP,FGA,3P,3PA,3P%,2P,2PA,2P%,Season
acyqu01,Quincy Acy,PF,SAC,59,876,214,19,49,0.388,100,165,0.606,2015-2016
adamsjo01,Jordan Adams,SG,MEM,2,15,6,0,1,0.0,2,5,0.4,2015-2016
adamsst01,Steven Adams,C,OKC,80,2014,426,0,0,,261,426,0.613,2015-2016
afflaar01,Arron Afflalo,SG,NYK,71,2371,799,91,238,0.382,263,561,0.469,2015-2016
ajincal01,Alexis Ajinça,C,NOP,59,861,315,0,1,0.0,150,314,0.478,2015-2016
aldrico01,Cole Aldrich,C,LAC,60,800,225,0,0,,134,225,0.596,2015-2016
aldrila01,LaMarcus Aldridge,PF,SAS,74,2261,1045,0,16,0.0,536,1029,0.521,2015-2016
alexacl01,Cliff Alexander,PF,POR,8,36,10,0,0,,5,10,0.5,2015-2016
allenla01,Lavoy Allen,PF,IND,79,1599,370,0,0,,191,370,0.516,2015-2016
allento01,Tony Allen,SG,MEM,64,1620,469,15,42,0.357,200,427,0.468,2015-2016
aminual01,Al-Farouq Aminu,SF,POR,82,2341,719,126,349,0.361,173,370,0.468,2015-2016
amundlo01,Lou Amundson,PF,NYK,29,204,53,0,0,,19,53,0.358,2015-2016
anderch01,Chris Andersen,C,TOT,27,402,72,4,14,0.286,34,58,0.586,2015-2016
anderal01,Alan Anderson,SG,WAS,13,192,59,12,37,0.324,9,22,0.409,2015-2016
anderja01,James Anderson,SG,SAC,51,721,178,23,86,0.267,44,92,0.478,2015-2016
anderju01,Justin Anderson,SF,DAL,55,647,175,22,83,0.265,49,92,0.533,2015-2016
anderky01,Kyle Anderson,SF,SAS,78,1245,295,12,37,0.324,126,258,0.488,2015-2016
anderry01,Ryan Anderson,PF,NOP,66,2008,929,131,358,0.366,266,571,0.466,2015-2016
antetgi01,Giannis Antetokounmpo,PG,MIL,80,2823,1013,28,109,0.257,485,904,0.537,2015-2016
antetth01,Thanasis Antetokounmpo,SF,NYK,2,6,4,0,1,0.0,3,3,1.0,2015-2016
anthoca01,Carmelo Anthony,SF,NYK,72,2530,1307,105,310,0.339,462,997,0.463,2015-2016
anthojo01,Joel Anthony,C,DET,19,96,10,0,0,,6,10,0.6,2015-2016
applike01,Keith Appling,PG,ORL,5,27,8,0,3,0.0,2,5,0.4,2015-2016
arizatr01,Trevor Ariza,SF,HOU,81,2859,859,185,499,0.371,172,360,0.478,2015-2016
arthuda01,Darrell Arthur,PF,DEN,70,1516,489,45,117,0.385,176,372,0.473,2015-2016
asikom01,Ömer Aşık,C,NOP,68,1178,195,0,0,,104,195,0.533,2015-2016
augusdj01,D.J. Augustin,PG,TOT,62,1178,350,68,168,0.405,80,182,0.44,2015-2016
pendeje02,Jeff Ayres,C,LAC,17,107,23,0,1,0.0,12,22,0.545,2015-2016
babbilu01,Luke Babbitt,SF,NOP,47,845,289,44,109,0.404,78,180,0.433,2015-2016
bairsca01,Cameron Bairstow,C,CHI,18,103,40,1,5,0.2,12,35,0.343,2015-2016
barbole01,Leandro Barbosa,SG,GSW,68,1079,370,39,110,0.355,132,260,0.508,2015-2016
bareajo01,J.J. Barea,PG,DAL,74,1667,711,100,260,0.385,217,451,0.481,2015-2016
bargnan01,Andrea Bargnani,C,BRK,46,634,279,3,16,0.188,124,263,0.471,2015-2016
barneha02,Harrison Barnes,SF,GSW,66,2042,633,82,214,0.383,213,419,0.508,2015-2016
barnema02,Matt Barnes,SF,MEM,76,2190,693,119,370,0.322,145,323,0.449,2015-2016
bartowi01,Will Barton,SG,DEN,82,2353,983,112,325,0.345,313,658,0.476,2015-2016
bassbr01,Brandon Bass,PF,LAL,66,1342,317,0,2,0.0,174,315,0.552,2015-2016
batumni01,Nicolas Batum,SF,CHO,70,2448,873,139,399,0.348,233,474,0.492,2015-2016
bayleje01,Jerryd Bayless,SG,MIL,52,1505,437,101,231,0.437,84,206,0.408,2015-2016
baynear01,Aron Baynes,C,DET,81,1233,384,0,2,0.0,194,382,0.508,2015-2016
bazemke01,Kent Bazemore,SF,ATL,75,2083,725,109,305,0.357,211,420,0.502,2015-2016
bealbr01,Bradley Beal,SG,WAS,55,1708,799,105,271,0.387,254,528,0.481,2015-2016
beaslmi01,Michael Beasley,PF,HOU,20,363,205,3,9,0.333,104,196,0.531,2015-2016
belinma01,Marco Belinelli,SG,SAC,68,1672,635,91,297,0.306,154,338,0.456,2015-2016
bennean01,Anthony Bennett,PF,TOR,19,84,27,3,14,0.214,5,13,0.385,2015-2016
beverpa01,Patrick Beverley,PG,HOU,71,2041,594,124,310,0.4,134,284,0.472,2015-2016
biyombi01,Bismack Biyombo,C,TOR,82,1808,288,0,1,0.0,156,287,0.544,2015-2016
bjeline01,Nemanja Bjelica,PF,MIN,60,1075,235,48,125,0.384,62,110,0.564,2015-2016
blackta01,Tarik Black,C,LAL,39,496,104,0,0,,57,104,0.548,2015-2016
blairde01,DeJuan Blair,C,WAS,29,218,68,0,1,0.0,28,67,0.418,2015-2016
blakest01,Steve Blake,PG,DET,58,986,240,52,151,0.344,41,89,0.461,2015-2016
bledser01,Eric Bledsoe,PG,PHO,31,1059,492,48,129,0.372,175,363,0.482,2015-2016
