PlayerID,Player,Pos,Tm,G,MP,FGA,3P,3PA,3P%,2P,2PA,2P%,Season
abdursh01,Shareef Abdur-Rahim,PF,SAC,72,1961,632,5,22,0.227,327,610,0.536,2005-2006
ackeral01,Alex Acker,SG,DET,5,35,16,1,5,0.2,3,11,0.273,2005-2006
allenma01,Malik Allen,PF,CHI,54,701,247,1,1,1.0,120,246,0.488,2005-2006
allenra02,Ray Allen*,SG,SEA,78,3022,1500,269,653,0.412,412,847,0.486,2005-2006
allento01,Tony Allen,PG,BOS,51,978,274,11,34,0.324,118,240,0.492,2005-2006
alstora01,Rafer Alston,PG,HOU,63,2431,738,102,312,0.327,178,426,0.418,2005-2006
anderch01,Chris Andersen,C,NOK,32,570,98,0,0,,56,98,0.571,2005-2006
anderal01,Alan Anderson,SF,CHA,36,564,181,24,58,0.414,51,123,0.415,2005-2006
anderde01,Derek Anderson,SG,TOT,43,1047,303,40,134,0.299,68,169,0.402,2005-2006
andersh01,Shandon Anderson,SF,MIA,48,638,126,5,19,0.263,49,107,0.458,2005-2006
andrima01,Martynas Andriuškevičius,C,CLE,6,9,1,0,0,,0,1,0.0,2005-2006
anthoca01,Carmelo Anthony,SF,DEN,80,2941,1572,37,152,0.243,719,1420,0.506,2005-2006
araujra01,Rafael Araújo,C,TOR,52,601,145,0,1,0.0,53,144,0.368,2005-2006
arenagi01,Gilbert Arenas,PG,WAS,80,3384,1668,199,540,0.369,547,1128,0.485,2005-2006
arizatr01,Trevor Ariza,SF,TOT,57,999,226,1,5,0.2,92,221,0.416,2005-2006
armstda01,Darrell Armstrong,PG,DAL,62,622,128,11,48,0.229,32,80,0.4,2005-2006
arroyca01,Carlos Arroyo,PG,TOT,77,1194,378,7,20,0.35,161,358,0.45,2005-2006
atkinch01,Chucky Atkins,PG,TOT,71,1713,573,97,274,0.354,129,299,0.431,2005-2006
augmost01,Stacey Augmon,SF,ORL,36,385,73,0,0,,25,73,0.342,2005-2006
bakervi01,Vin Baker,C,LAC,8,85,15,0,0,,7,15,0.467,2005-2006
banksma01,Marcus Banks,PG,TOT,58,1497,468,22,63,0.349,197,405,0.486,2005-2006
barbole01,Leandro Barbosa,SG,PHO,57,1592,567,87,196,0.444,186,371,0.501,2005-2006
barnema02,Matt Barnes,PF,TOT,56,631,140,3,15,0.2,67,125,0.536,2005-2006
barrean01,Andre Barrett,PG,TOT,19,282,104,2,14,0.143,36,90,0.4,2005-2006
barroea01,Earl Barron,C,MIA,8,45,16,0,0,,5,16,0.313,2005-2006
barrybr01,Brent Barry,SG,SAS,74,1259,345,80,202,0.396,76,143,0.531,2005-2006
barryjo01,Jon Barry,SG,HOU,20,342,65,12,32,0.375,13,33,0.394,2005-2006
basdeed01,Eddie Basden,SF,CHI,19,141,37,1,7,0.143,14,30,0.467,2005-2006
bassbr01,Brandon Bass,PF,NOK,29,268,70,0,0,,28,70,0.4,2005-2006
batises01,Esteban Batista,PF,ATL,57,495,80,0,1,0.0,34,79,0.43,2005-2006
battito01,Tony Battie,C,ORL,82,2215,552,0,6,0.0,280,546,0.513,2005-2006
battish01,Shane Battier,SF,MEM,81,2839,621,65,165,0.394,238,456,0.522,2005-2006
baxtelo01,Lonny Baxter,C,TOT,41,400,104,0,0,,45,104,0.433,2005-2006
bellch01,Charlie Bell,SG,MIL,59,1283,410,71,168,0.423,109,242,0.45,2005-2006
bellra01,Raja Bell,SG,PHO,79,2959,930,197,446,0.442,228,484,0.471,2005-2006
bendejo01,Jonathan Bender,SF,IND,2,21,5,0,0,,4,5,0.8,2005-2006
bibbymi01,Mike Bibby,PG,SAC,82,3167,1382,192,497,0.386,405,885,0.458,2005-2006
biedran01,Andris Biedriņš,C,GSW,68,1000,185,0,0,,118,185,0.638,2005-2006
billuch01,Chauncey Billups,PG,DET,81,2925,1012,184,425,0.433,239,587,0.407,2005-2006
blakest01,Steve Blake,PG,POR,68,1781,470,76,184,0.413,130,286,0.455,2005-2006
blatcan01,Andray Blatche,PF,WAS,29,175,67,3,13,0.231,23,54,0.426,2005-2006
blounma01,Mark Blount,C,TOT,81,2240,734,0,0,,373,734,0.508,2005-2006
boganke01,Keith Bogans,SG,TOT,72,1912,544,65,200,0.325,150,344,0.436,2005-2006
bogutan01,Andrew Bogut,PF,MIL,82,2348,606,0,3,0.0,323,603,0.536,2005-2006
bonnema01,Matt Bonner,PF,TOR,78,1710,467,102,243,0.42,107,224,0.478,2005-2006
boothca01,Calvin Booth,C,WAS,33,250,47,1,2,0.5,19,45,0.422,2005-2006
boozeca01,Carlos Boozer,PF,UTA,33,1025,399,0,0,,219,399,0.549,2005-2006
boshch01,Chris Bosh*,C,TOR,70,2751,1087,0,13,0.0,549,1074,0.511,2005-2006
bowenbr01,Bruce Bowen,SF,SAS,82,2755,536,104,245,0.424,128,291,0.44,2005-2006
bowenry01,Ryan Bowen,SF,HOU,68,652,124,3,22,0.136,34,102,0.333,2005-2006
boykiea01,Earl Boykins,PG,DEN,60,1542,661,62,179,0.346,209,482,0.434,2005-2006
bradlmi01,Michael Bradley,PF,PHI,46,367,79,1,5,0.2,31,74,0.419,2005-2006
brandel01,Elton Brand,PF,LAC,79,3099,1435,1,3,0.333,755,1432,0.527,2005-2006
brezepr01,Primož Brezec,C,CHA,79,2165,791,0,2,0.0,409,789,0.518,2005-2006
brownde02,Devin Brown,SG,UTA,81,1711,527,39,118,0.331,168,409,0.411,2005-2006
brownkw01,Kwame Brown,C,LAL,72,1978,388,0,1,0.0,204,387,0.527,2005-2006
brownpj01,P.J. Brown,C,NOK,75,2380,583,0,0,,269,583,0.461,2005-2006
brunsri01,Rick Brunson,PG,TOT,27,246,54,5,13,0.385,16,41,0.39,2005-2006
bryanko01,Kobe Bryant*,SG,LAL,80,3277,2173,180,518,0.347,798,1655,0.482,2005-2006
buckngr01,Greg Buckner,SG,DEN,73,1758,417,86,243,0.354,95,174,0.546,2005-2006
burkepa01,Pat Burke,C,PHO,42,346,127,2,7,0.286,61,120,0.508,2005-2006
burksan01,Antonio Burks,PG,MEM,57,570,144,1,6,0.167,50,138,0.362,2005-2006
burleke01,Kevin Burleson,PG,CHA,39,340,88,10,54,0.185,12,34,0.353,2005-2006
butleca01,Caron Butler,SF,WAS,75,2708,1086,41,120,0.342,453,966,0.469,2005-2006
butleja01,Jackie Butler,C,NYK,55,740,215,0,0,,117,215,0.544,2005-2006
butlera01,Rasual Butler,SF,NOK,79,1875,633,92,242,0.38,165,391,0.422,2005-2006
bynuman01,Andrew Bynum,C,LAL,46,338,82,0,0,,33,82,0.402,2005-2006
bynumwi01,Will Bynum,PG,GSW,15,162,52,2,9,0.222,19,43,0.442,2005-2006
cabarza01,Žarko Čabarkapa,PF,GSW,61,505,174,5,20,0.25,62,154,0.403,2005-2006
caldejo01,José Calderón,SG,TOR,64,1487,312,7,43,0.163,125,269,0.465,2005-2006
cambyma01,Marcus Camby,C,DEN,56,1857,649,1,11,0.091,301,638,0.472,2005-2006
cardibr01,Brian Cardinal,PF,MEM,36,402,111,13,29,0.448,33,82,0.402,2005-2006
carroma01,Matt Carroll,SG,CHA,78,1275,476,72,185,0.389,120,291,0.412,2005-2006
cartean01,Anthony Carter,PG,MIN,45,589,137,4,15,0.267,49,122,0.402,2005-2006
cartevi01,Vince Carter,SG,NJN,79,2906,1518,125,367,0.341,528,1151,0.459,2005-2006
cassesa01,Sam Cassell,PG,LAC,78,2653,1112,70,190,0.368,423,922,0.459,2005-2006
catoke01,Kelvin Cato,C,TOT,27,333,84,0,0,,36,84,0.429,2005-2006
chandty01,Tyson Chandler,C,CHI,79,2121,283,0,1,0.0,160,282,0.567,2005-2006
cheanca01,Calbert Cheaney,SF,GSW,42,448,108,0,8,0.0,42,100,0.42,2005-2006
childjo01,Josh Childress,SF,ATL,74,2249,504,32,65,0.492,246,439,0.56,2005-2006
chrisdo01,Doug Christie,SG,DAL,7,185,26,0,1,0.0,9,25,0.36,2005-2006
claxtsp01,Speedy Claxton,PG,NOK,71,2019,736,17,63,0.27,287,673,0.426,2005-2006
cleavma01,Mateen Cleaves,PG,SEA,27,230,71,4,16,0.25,21,55,0.382,2005-2006
collija03,Jarron Collins,C,UTA,79,1730,280,0,0,,129,280,0.461,2005-2006
collija04,Jason Collins,C,NJN,71,1895,262,3,12,0.25,101,250,0.404,2005-2006
collini01,Nick Collison,PF,SEA,66,1448,394,0,3,0.0,207,391,0.529,2005-2006
cookbr01,Brian Cook,PF,LAL,81,1535,511,36,84,0.429,225,427,0.527,2005-2006
crawfja01,Jamal Crawford,SG,NYK,79,2555,879,101,293,0.345,265,586,0.452,2005-2006
croshau01,Austin Croshere,PF,IND,50,1148,285,54,140,0.386,78,145,0.538,2005-2006
curryed01,Eddy Curry,C,NYK,72,1865,597,0,0,,336,597,0.563,2005-2006
dalemsa01,Samuel Dalembert,C,PHI,66,1761,369,0,1,0.0,196,368,0.533,2005-2006
dampier01,Erick Dampier,C,DAL,82,1934,347,0,0,,171,347,0.493,2005-2006
daniean01,Antonio Daniels,SG,WAS,80,2283,550,23,101,0.228,207,449,0.461,2005-2006
daniema01,Marquis Daniels,SG,DAL,62,1766,512,4,19,0.211,242,493,0.491,2005-2006
davisan01,Antonio Davis,PF,TOT,44,940,190,0,1,0.0,82,189,0.434,2005-2006
davisba01,Baron Davis,PG,GSW,54,1971,861,102,324,0.315,233,537,0.434,2005-2006
davisda01,Dale Davis,C,DET,28,178,24,0,1,0.0,9,23,0.391,2005-2006
davisjo02,Josh Davis,PF,TOT,6,17,7,0,2,0.0,2,5,0.4,2005-2006
davisri01,Ricky Davis,SG,TOT,78,3207,1304,73,242,0.302,511,1062,0.481,2005-2006
delfica01,Carlos Delfino,SG,DET,68,726,226,20,60,0.333,71,166,0.428,2005-2006
delkto01,Tony Delk,PG,TOT,24,385,161,20,47,0.426,51,114,0.447,2005-2006
denglu01,Luol Deng,SF,CHI,78,2604,954,21,78,0.269,421,876,0.481,2005-2006
diawbo01,Boris Diaw,PF,PHO,81,2874,853,8,30,0.267,441,823,0.536,2005-2006
dickada01,Dan Dickau,PG,BOS,19,234,46,10,20,0.5,7,26,0.269,2005-2006
dienetr01,Travis Diener,PG,ORL,23,246,69,25,57,0.439,4,12,0.333,2005-2006
dioguik01,Ike Diogu,PF,GSW,69,1031,334,0,0,,175,334,0.524,2005-2006
diopde01,DeSagana Diop,C,DAL,81,1510,154,1,2,0.5,74,152,0.487,2005-2006
dixonju01,Juan Dixon,SG,POR,76,1920,821,65,170,0.382,292,651,0.449,2005-2006
doleami01,Michael Doleac,C,MIA,31,371,88,0,0,,37,88,0.42,2005-2006
doolike01,Keyon Dooling,PG,ORL,50,1137,405,13,43,0.302,165,362,0.456,2005-2006
duhonch01,Chris Duhon,PG,CHI,74,2155,538,100,278,0.36,115,260,0.442,2005-2006
duncati01,Tim Duncan*,PF,SAS,80,2784,1185,2,5,0.4,572,1180,0.485,2005-2006
dunlemi02,Mike Dunleavy,SF,GSW,81,2578,816,74,260,0.285,257,556,0.462,2005-2006
duprero01,Ronald Dupree,SF,MIN,36,265,63,0,1,0.0,33,62,0.532,2005-2006
edwarjo01,John Edwards,C,ATL,40,296,64,0,0,,31,64,0.484,2005-2006
eisleho01,Howard Eisley,PG,TOT,32,394,103,13,42,0.31,21,61,0.344,2005-2006
ellismo01,Monta Ellis,SG,GSW,49,886,318,28,82,0.341,104,236,0.441,2005-2006
elsonfr01,Francisco Elson,C,DEN,72,1579,284,1,5,0.2,150,279,0.538,2005-2006
elyme01,Melvin Ely,PF,CHA,57,1348,425,0,2,0.0,216,423,0.511,2005-2006
evansma01,Maurice Evans,SG,DET,80,1139,341,43,116,0.371,111,225,0.493,2005-2006
evansre01,Reggie Evans,PF,TOT,67,1393,268,0,1,0.0,131,267,0.491,2005-2006
ewingda01,Daniel Ewing,SG,LAC,66,971,255,22,78,0.282,75,177,0.424,2005-2006
felixno01,Noel Felix,SF,SEA,12,82,25,1,3,0.333,5,22,0.227,2005-2006
feltora01,Raymond Felton,PG,CHA,80,2406,883,97,271,0.358,248,612,0.405,2005-2006
finlemi01,Michael Finley,SG,SAS,77,2038,695,110,279,0.394,176,416,0.423,2005-2006
fishede01,Derek Fisher,PG,GSW,82,2589,887,117,295,0.397,247,592,0.417,2005-2006
fitchge01,Gerald Fitch,PG,MIA,18,239,89,7,26,0.269,23,63,0.365,2005-2006
fizerma01,Marcus Fizer,PF,NOK,3,39,17,1,1,1.0,8,16,0.5,2005-2006
fordsh02,Sharrod Ford,PF,PHO,3,13,3,0,0,,2,3,0.667,2005-2006
fordtj01,T.J. Ford,PG,MIL,72,2557,789,35,104,0.337,293,685,0.428,2005-2006
fortsda01,Danny Fortson,C,SEA,23,276,51,0,0,,27,51,0.529,2005-2006
fosteje01,Jeff Foster,C,IND,63,1581,250,0,4,0.0,138,246,0.561,2005-2006
foylead01,Adonal Foyle,C,GSW,77,1824,300,0,0,,152,300,0.507,2005-2006
frahmri01,Richie Frahm,SG,TOT,33,342,100,23,70,0.329,16,30,0.533,2005-2006
francst01,Steve Francis,PG,TOT,70,2393,765,25,83,0.301,308,682,0.452,2005-2006
fryech01,Channing Frye,C,NYK,65,1572,640,3,9,0.333,302,631,0.479,2005-2006
gadzuda01,Dan Gadzuric,C,MIL,74,885,309,0,1,0.0,171,308,0.555,2005-2006
gaide01,Deng Gai,C,PHI,2,5,0,0,0,,0,0,,2005-2006
gainere01,Reece Gaines,PG,MIL,12,54,12,0,2,0.0,6,10,0.6,2005-2006
garcifr01,Francisco García,SF,SAC,67,1301,325,39,137,0.285,91,188,0.484,2005-2006
garneke01,Kevin Garnett*,PF,MIN,76,2957,1191,8,30,0.267,618,1161,0.532,2005-2006
garripa01,Pat Garrity,PF,ORL,57,938,242,50,129,0.388,51,113,0.451,2005-2006
gasolpa01,Pau Gasol,PF,MEM,80,3135,1194,3,12,0.25,597,1182,0.505,2005-2006
georgde01,Devean George,SF,LAL,71,1542,425,50,160,0.313,120,265,0.453,2005-2006
gilled01,Eddie Gill,PG,IND,41,122,45,7,23,0.304,3,22,0.136,2005-2006
ginobma01,Manu Ginóbili,SG,SAS,65,1813,669,83,217,0.382,226,452,0.5,2005-2006
giricgo01,Gordan Giriček,SG,UTA,37,956,383,18,59,0.305,148,324,0.457,2005-2006
goldwan01,Anthony Goldwire,PG,LAC,3,22,7,0,2,0.0,1,5,0.2,2005-2006
gomesry01,Ryan Gomes,PF,BOS,61,1376,355,3,9,0.333,170,346,0.491,2005-2006
goodedr01,Drew Gooden,PF,CLE,79,2174,652,1,3,0.333,333,649,0.513,2005-2006
gordobe01,Ben Gordon,SG,CHI,80,2482,1152,166,382,0.435,320,770,0.416,2005-2006
grahajo01,Joey Graham,SF,TOR,80,1581,414,29,87,0.333,169,327,0.517,2005-2006
grahast01,Stephen Graham,SG,TOT,22,175,54,2,10,0.2,19,44,0.432,2005-2006
grangda01,Danny Granger,SF,IND,78,1765,478,30,93,0.323,191,385,0.496,2005-2006
grantbr01,Brian Grant,C,PHO,21,248,65,0,0,,27,65,0.415,2005-2006
greende01,Devin Green,SG,LAL,27,135,28,0,2,0.0,6,26,0.231,2005-2006
greenge01,Gerald Green,SG,BOS,32,374,138,6,20,0.3,60,118,0.508,2005-2006
greenwi01,Willie Green,SG,PHI,10,153,66,10,19,0.526,18,47,0.383,2005-2006
greenor01,Orien Greene,PG,BOS,80,1235,253,9,40,0.225,91,213,0.427,2005-2006
griffad01,Adrian Griffin,SG,DAL,52,1245,204,0,2,0.0,98,202,0.485,2005-2006
griffed01,Eddie Griffin,C,MIN,70,1359,370,16,82,0.195,114,288,0.396,2005-2006
grundan01,Anthony Grundy,SG,ATL,12,108,38,5,15,0.333,14,23,0.609,2005-2006
hamilri01,Richard Hamilton,SG,DET,80,2825,1322,55,120,0.458,594,1202,0.494,2005-2006
hamilze01,Zendon Hamilton,C,TOT,12,49,14,0,0,,7,14,0.5,2005-2006
hardaan01,Anfernee Hardaway,SF,NYK,4,72,14,0,1,0.0,4,13,0.308,2005-2006
harprma01,Matt Harpring,SF,UTA,71,1944,678,14,39,0.359,308,639,0.482,2005-2006
harrial01,Al Harrington,PF,ATL,76,2782,1220,66,191,0.346,485,1029,0.471,2005-2006
harriot01,Othella Harrington,C,CHI,72,824,273,0,0,,135,273,0.495,2005-2006
harride01,Devin Harris,PG,DAL,56,1275,405,5,21,0.238,185,384,0.482,2005-2006
harrida01,David Harrison,C,IND,67,1034,294,0,0,,148,294,0.503,2005-2006
hartja01,Jason Hart,PG,SAC,66,818,221,9,31,0.29,77,190,0.405,2005-2006
hasleud01,Udonis Haslem,PF,MIA,81,2491,591,0,2,0.0,300,589,0.509,2005-2006
hassetr01,Trenton Hassell,SG,MIN,77,2514,616,7,23,0.304,279,593,0.47,2005-2006
hayesch01,Chuck Hayes,PF,HOU,40,535,105,0,1,0.0,59,104,0.567,2005-2006
hayesja01,Jarvis Hayes,SG,WAS,21,516,183,17,47,0.362,60,136,0.441,2005-2006
haywobr01,Brendan Haywood,C,WAS,79,1879,432,0,0,,222,432,0.514,2005-2006
headlu01,Luther Head,SG,HOU,80,2310,630,113,313,0.361,141,317,0.445,2005-2006
hendeal01,Alan Henderson,C,CLE,51,531,91,0,0,,47,91,0.516,2005-2006
hilarne01,Nenê,PF,DEN,1,3,1,0,0,,0,1,0.0,2005-2006
hillgr01,Grant Hill*,SF,ORL,21,613,243,2,8,0.25,117,235,0.498,2005-2006
hinriki01,Kirk Hinrich,PG,CHI,81,2955,1078,126,341,0.37,325,737,0.441,2005-2006
hodgeju01,Julius Hodge,SG,DEN,14,33,13,0,0,,5,13,0.385,2005-2006
holcora01,Randy Holcomb,SF,CHI,4,11,1,0,0,,1,1,1.0,2005-2006
horryro01,Robert Horry,PF,SAS,63,1182,292,53,144,0.368,59,148,0.399,2005-2006
houseed01,Eddie House,PG,PHO,81,1421,759,123,316,0.389,197,443,0.445,2005-2006
howardw01,Dwight Howard,PF,ORL,82,3021,881,0,2,0.0,468,879,0.532,2005-2006
howarjo01,Josh Howard,SF,DAL,59,1915,743,27,63,0.429,323,680,0.475,2005-2006
howarju01,Juwan Howard,PF,HOU,80,2537,859,0,4,0.0,394,855,0.461,2005-2006
hudsotr01,Troy Hudson,PG,MIN,36,800,333,40,101,0.396,87,232,0.375,2005-2006
hughela01,Larry Hughes,SG,CLE,36,1281,469,28,76,0.368,164,393,0.417,2005-2006
humphkr01,Kris Humphries,PF,UTA,62,619,203,0,5,0.0,77,198,0.389,2005-2006
hunteli01,Lindsey Hunter,PG,DET,30,353,100,11,43,0.256,26,57,0.456,2005-2006
huntest01,Steven Hunter,C,PHI,69,1312,291,0,0,,175,291,0.601,2005-2006
