PlayerID,Player,Pos,Tm,G,MP,FGA,3P,3PA,3P%,2P,2PA,2P%,Season
adrieje01,Jeff Adrien,PF,HOU,8,63,16,0,0,,7,16,0.438,2011-2012
afflaar01,Arron Afflalo,SG,DEN,62,2086,699,88,221,0.398,241,478,0.504,2011-2012
ahearbl01,Blake Ahearn,PG,UTA,4,30,14,2,9,0.222,2,5,0.4,2011-2012
alabiso01,Solomon Alabi,C,TOR,14,122,36,0,0,,13,36,0.361,2011-2012
aldrico01,Cole Aldrich,C,OKC,26,173,42,0,0,,22,42,0.524,2011-2012
aldrila01,LaMarcus Aldridge,PF,POR,55,1994,943,2,11,0.182,481,932,0.516,2011-2012
allenla01,Lavoy Allen,PF,PHI,41,624,167,0,0,,79,167,0.473,2011-2012
allenra02,Ray Allen*,SG,BOS,46,1565,493,106,234,0.453,120,259,0.463,2011-2012
allento01,Tony Allen,SG,MEM,58,1525,448,8,26,0.308,202,422,0.479,2011-2012
almonmo01,Morris Almond,SG,WAS,4,67,17,1,3,0.333,5,14,0.357,2011-2012
aminual01,Al-Farouq Aminu,SF,NOH,66,1477,365,13,47,0.277,137,318,0.431,2011-2012
amundlo01,Lou Amundson,PF,IND,60,753,207,0,0,,89,207,0.43,2011-2012
anderch01,Chris Andersen,C,DEN,32,486,108,0,0,,59,108,0.546,2011-2012
anderal01,Alan Anderson,SF,TOR,17,461,142,24,61,0.393,31,81,0.383,2011-2012
anderja01,James Anderson,SG,SAS,51,603,174,19,68,0.279,47,106,0.443,2011-2012
anderry01,Ryan Anderson,PF,ORL,61,1964,757,166,422,0.393,166,335,0.496,2011-2012
anthoca01,Carmelo Anthony,SF,NYK,55,1876,1025,68,203,0.335,373,822,0.454,2011-2012
anthojo01,Joel Anthony,C,MIA,64,1349,152,0,0,,85,152,0.559,2011-2012
arenagi01,Gilbert Arenas,PG,MEM,17,211,64,13,39,0.333,13,25,0.52,2011-2012
arizatr01,Trevor Ariza,SF,NOH,41,1350,403,29,87,0.333,139,316,0.44,2011-2012
